cik,companyname,entityid,marketoperator,markettier,primaryexchange,primarysymbol,siccode,sicdescription
21076,CLOROX CO /DE/,1435,NYSE,NYSE,NYSE,CLX,2842,"Specialty Cleaning, Polishing and Sanitation Preparations"
21175,CNA FINANCIAL CORP,8420,NYSE,NYSE,NYSE,CNA,6331,"Fire, Marine and Casualty Insurance"
21212,ALL AMERICAN GROUP INC,2739,,,,,1520,General Building Contractors-Residential Buildings
21239,COASTAL CARIBBEAN OILS & MINERALS LTD,6948,OTC Markets,OTC Pink No Information,OTC,COCBF,1311,Crude Petroleum and Natural Gas
21267,EL PASO CGP CO LLC,2334,,,,,4922,Natural Gas Transmission
21344,COCA COLA CO,5287,NYSE,NYSE,NYSE,KO,2080,Beverages
21438,"THINKENGINE NETWORKS, INC.",1010,,,,,3661,Telephone and Telegraph Apparatus
21510,COHERENT INC,9583,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,COHR,3826,Laboratory Analytical Instruments
21535,COHU INC,744,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,COHU,3825,Instruments for Measuring and Testing of Electricity and Electri
21665,COLGATE PALMOLIVE CO,10500,NYSE,NYSE,NYSE,CL,2844,"Perfumes, Cosmetics and Other Toilet Preparations"
21759,COLLINS INDUSTRIES INC,11602,,,,,3711,Motor Vehicles and Passenger Car Bodies
21828,"CCOM GROUP, INC.",8582,OTC Markets,OTC Pink Limited,OTC,CCOM,5070,Wholesale-Hardware and Plumbing and Heating Equipment and Suppli
22198,COLUMBUS SOUTHERN POWER CO /OH/,2124,,,,,4911,Electric Services
22252,COMARCO INC,2438,OTC Markets,OTC Pink Current,OTC,CMRO,3663,Radio and Television Broadcasting and Communications Equipment
22301,COMCAST HOLDINGS CORP,3960,,,,,4841,Cable and Other Pay Television Services
22356,COMMERCE BANCSHARES INC /MO/,2825,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CBSH,6022,State Commercial Banks
22444,COMMERCIAL METALS CO,7874,NYSE,NYSE,NYSE,CMC,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling "
22551,TRI VALLEY CORP,3980,,,,,1311,Crude Petroleum and Natural Gas
22606,COMMONWEALTH EDISON CO,3541,,,,,4911,Electric Services
22701,COMMUNICATIONS SYSTEMS INC,951,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,JCS,3661,Telephone and Telegraph Apparatus
22767,TEXAS NEW MEXICO POWER CO,16708,,,,,4911,Electric Services
22872,"ADVANZEON SOLUTIONS, INC.",10738,OTC Markets,OTC Pink No Information,OTC,CHCR,6324,Hospital and Medical Service Plans
22912,COMPUDYNE CORP,5386,,,,,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti"
23019,COMPUTER HORIZONS CORP,2285,,,,,7373,Services-Computer Integrated Systems Design
23071,ARTESYN TECHNOLOGIES INC,7111,,,,,3679,"Electronic Components, Not Elsewhere Classified"
23082,COMPUTER SCIENCES CORP,15,,,,,7373,Services-Computer Integrated Systems Design
23111,COMPUTER TASK GROUP INC,111,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CTG,7371,Services-Computer Programming Services
23194,COMSTOCK RESOURCES INC,3315,NYSE,NYSE,NYSE,CRK,1311,Crude Petroleum and Natural Gas
23197,COMTECH TELECOMMUNICATIONS CORP /DE/,5566,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,CMTL,3663,Radio and Television Broadcasting and Communications Equipment
23217,CONAGRA BRANDS INC.,6976,NYSE,NYSE,NYSE,CAG,2000,Food and kindred products
23259,CT COMMUNICATIONS INC /NC,11375,,,,,4813,Telephone Communications (No Radiotelephone)
23341,CONGOLEUM CORP,8969,OTC,Grey Market,OTC,CNMG,3089,"Plastics Products, Not Elsewhere Classified"
23426,CONNECTICUT LIGHT & POWER CO,10757,OTC Markets,OTC Pink Current,OTC,CNLHN,4911,Electric Services
23503,CONOLOG CORP,8837,,,,,3679,"Electronic Components, Not Elsewhere Classified"
23632,CONSOLIDATED EDISON CO OF NEW YORK INC,7811,,,,,4931,Electric and Other Services Combined
23666,HILLSHIRE BRANDS CO,7740,,,,,2000,Food and kindred products
23675,CON-WAY INC.,10511,,,,,4213,Trucking (No Local)
23738,CONSOLIDATED NATURAL GAS CO/VA,7584,,,,,4923,Natural Gas Transmission and Distribution
23744,"MYPHOTOPIPE.COM, INC.",346313,,,,,,
23778,"CONVERGENCE ETHANOL, INC.",4343,,,,,2860,Industrial Organic Chemicals
23795,CONSOLIDATED TOMOKA LAND CO,11723,NYSE,NYSE MKT,NYSE MKT,CTO,6500,Real estate
24090,CITIZENS INC,6939,NYSE,NYSE,NYSE,CIA,6311,Life Insurance
24104,CONTINENTAL MATERIALS CORP,9470,NYSE,NYSE MKT,NYSE MKT,CUO,3270,"Concrete, Gypsum and Plaster Products"
24491,COOPER TIRE & RUBBER CO,3845,NYSE,NYSE,NYSE,CTB,3011,Tires and Inner Tubes
24545,MOLSON COORS BREWING CO,9561,NYSE,NYSE,NYSE,TAP,2082,Malt Beverages
24741,CORNING INC /NY,4903,NYSE,NYSE,NYSE,GLW,3357,Drawing and Insulating of Nonferrous Wire
25095,TRUE VALUE CO,17090,,,,,5070,Wholesale-Hardware and Plumbing and Heating Equipment and Suppli
25191,COUNTRYWIDE FINANCIAL CORP,1351,,,,,6035,"Savings Institution, Federally Chartered"
25212,COURIER CORP,11148,,,,,2732,Book Printing
25232,COUSINS PROPERTIES INC,10717,NYSE,NYSE,NYSE,CUZ,6798,Real Estate Investment Trusts
25305,COX COMMUNICATIONS INC /DE/,8711,,,,,4841,Cable and Other Pay Television Services
25354,CPI CORP,2684,,,,,7200,Services-Personal Services
25445,CRANE CO /DE/,11823,NYSE,NYSE,NYSE,CR,3490,Miscellaneous Fabricated Metal Products
25475,CRAWFORD & CO,3661,NYSE,NYSE,NYSE,CRD'A,6411,"Insurance Agents, Brokers and Service"
25598,SPRINGLEAF FINANCE CORP,12186,,,,,6141,Personal Credit Institutions
25657,CRESTED CORP,9645,,,,,1220,Bituminous Coal And Lignite Mining
25743,"THERAPEUTICSMD, INC.",24948,NYSE,NYSE MKT,Nasdaq Global Market,TXMD,2834,Pharmaceutical Preparations
25793,COSTA INC,10071,,,,,3950,"Pens, Pencils and Other Artists' Materials"
25895,CROWN CRAFTS INC,7275,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,CRWS,2211,"Broadwoven Fabric Mills, Cotton"
26058,CTS CORP,9780,NYSE,NYSE,NYSE,CTS,3672,Printed Circuit Boards
26076,CUBIC CORP /DE/,11672,NYSE,NYSE,NYSE,CUB,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
26172,CUMMINS INC,9590,NYSE,NYSE,NYSE,CMI,3510,Engines And Turbines
26285,BIRDS EYE FOODS INC,13387,,,,,2030,"Canned, Frozen and Preservd Fruit, Vegetables and Food Specialti"
26324,CURTISS WRIGHT CORP,5870,NYSE,NYSE,NYSE,CW,3590,Miscellaneous Industrial and Commercial Machinery and Equipment
26537,"ARGON ST, INC.",11457,,,,,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
26780,DANA INC,2038,NYSE,NYSE,NYSE,DAN,3714,Motor Vehicle Parts and Accessories
26820,PHOENIX FOOTWEAR GROUP INC,3983,OTC Markets,OTC Pink Current,OTC,PXFG,3140,"Footwear, (No Rubber)"
27082,DATAMETRICS CORP,12006,,,,,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
27093,U.S. GOLD CORP.,4226,,,,,3572,Computer Storage Devices
27096,DATASCOPE CORP,2717,,,,,3845,Electromedical and Electrotherapeutic Apparatus
27367,DAXOR CORP,2013,NYSE,NYSE MKT,NYSE MKT,DXR,3841,Surgical and Medical Instruments and Apparatus
27419,TARGET CORP,400,NYSE,NYSE,NYSE,TGT,5331,Retail-Variety Stores
27430,DAYTON POWER & LIGHT CO,7986,,,,,4931,Electric and Other Services Combined
27500,DEAN HOLDING CO,4930,,,,,2020,Dairy Products
27613,DECORATOR INDUSTRIES INC,6563,,,,,2390,Miscellaneous Fabricated Textile Products
27673,DEERE JOHN CAPITAL CORP,13094,,,,,6153,Short-Term Business Credit Institutions
27748,DGT HOLDINGS CORP.,6314,,,,,3679,"Electronic Components, Not Elsewhere Classified"
27751,DEL LABORATORIES INC,4457,,,,,2844,"Perfumes, Cosmetics and Other Toilet Preparations"
27850,BANKERS STORE INC,7963,,,,,5700,"Retail-Home Furniture, Furnishings and Equipment Stores"
27879,DELMARVA POWER & LIGHT CO /DE/,8470,,,,,4931,Electric and Other Services Combined
27904,DELTA AIR LINES INC /DE/,7551,NYSE,NYSE,NYSE,DAL,4512,"Air Transportation, Scheduled"
27960,QSGI INC.,65976,,,,,7389,"Services-Business Services, Not Elsewhere Classified"
27996,DELUXE CORP,2415,NYSE,NYSE,NYSE,DLX,2780,"Blankbooks, Looseleaf Binders, and Bookbinding and Related Work"
28146,HYDRON TECHNOLOGIES INC,6289,,,,,2844,"Perfumes, Cosmetics and Other Toilet Preparations"
28367,COGO GROUP INC.,1815,,,,,3670,Electronic Components And Accessories
28372,DETREX CORPORATION,6759,OTC Markets,OTCQX U.S. Premier,OTC,DTRX,2800,Chemicals and Allied Products
28385,DTE ELECTRIC CO,10261,,,,,4911,Electric Services
28412,COMERICA INC /NEW/,3777,NYSE,NYSE,NYSE,CMA,6021,National Commercial Banks
28452,DEVCON INTERNATIONAL CORP,2580,,,,,7381,"Services-Detective, Guard and Armored Car Services"
28561,DEWEY ELECTRONICS CORP,6505,OTC Markets,OTCQB,OTC,DEWY,3480,"Ordnance and Accessories, (No Vehicles/Guided Missiles)"
28626,LIFECORE BIOMEDICAL INC,11352,,,,,3841,Surgical and Medical Instruments and Apparatus
28630,DRS TECHNOLOGIES INC,1515,,,,,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti"
28742,DIAPULSE CORP OF AMERICA,11180,,,,,3845,Electromedical and Electrotherapeutic Apparatus
28823,"DIEBOLD NIXDORF, INC",1277,NYSE,NYSE,NYSE,DBD,3578,Calculating and Accounting Machines (No Electronic Computers)
28866,CGG HOLDING (U.S.) INC.,21644,,,,,1382,Oil and Gas Field Exploration Services
28917,"DILLARD'S, INC.",11112,NYSE,NYSE,NYSE,DDS,5311,Retail-Department Stores
29002,DIODES INC /DEL/,10636,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,DIOD,3674,Semiconductors and Related Devices
29006,DIONICS INC,4365,OTC Markets,OTC Pink No Information,OTC,DION,700,Agricultural Services
29071,DISCOVERY OIL LTD,79458,,,,,1311,Crude Petroleum and Natural Gas
29233,"GPS INDUSTRIES, INC.",64091,,,,,3669,"Communications Equipment, Not Elsewhere Classified"
29322,TRADEQUEST INTERNATIONAL INC,4804,,,,,4899,"Communications Services, Not Elsewhere Classified"
29332,DIXIE GROUP INC,5949,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,DXYN,2273,Carpets and Rugs
29504,OMEGA COMMERCIAL FINANCE CORP,25928,OTC Markets,OTC Pink Limited,OTC,OCFN,6153,Short-Term Business Credit Institutions
29534,DOLLAR GENERAL CORP,1605,NYSE,NYSE,NYSE,DG,5331,Retail-Variety Stores
29644,DONALDSON CO INC,1528,NYSE,NYSE,NYSE,DCI,3564,Industrial and Commercial Fans and Blowers and Air Purification 
29669,RR DONNELLEY & SONS CO,9636,NYSE,NYSE,NYSE,RRD,2750,Commercial Printing
29693,DONNKENNY INC,5865,,,,,2330,"Women's, Misses', and Juniors' Outerwear"
29806,CONSTAR INTERNATIONAL INC,110933,,,,,3080,Miscellaneous Plastics Products
29834,ESCALERA RESOURCES CO.,5841,OTC Markets,OTC Pink Limited,OTC,ESCRQ,1311,Crude Petroleum and Natural Gas
29905,DOVER CORP,9123,NYSE,NYSE,NYSE,DOV,3530,"Construction, Mining and Materials Handling Machinery and Equipm"
29915,DOW CHEMICAL CO /DE/,6197,,,,,2821,"Plastic Materials, Synthetic Resins and Nonvulcan Elastomers"
29924,DOW JONES & CO INC,5263,,,,,2711,"Newspapers: Publishing, or Publishing and Printing"
29952,"CHINA CHANGJIANG MINING & NEW ENERGY COMPANY, LTD.",9700,OTC Markets,OTC Pink Current,OTC,CHJI,3621,Motors and Generators
29989,OMNICOM GROUP INC.,6865,NYSE,NYSE,NYSE,OMC,7311,Services-Advertising Agencies
30140,LASERCARD CORP,9139,,,,,3572,Computer Storage Devices
30302,ALCO STORES INC,6690,,,,,5331,Retail-Variety Stores
30305,DUCOMMUN INC /DE/,574,NYSE,NYSE,NYSE,DCO,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
30371,"DUKE ENERGY CAROLINAS, LLC",1169,,,,,4911,Electric Services
30419,DEX ONE CORP,10180,,,,,7310,Services-Advertising
30554,DUPONT E I DE NEMOURS & CO,2344,NYSE,NYSE,NYSE,DD,2820,"Plastic Material, Synthetic Resin/Rubber, Cellulos (No Glass)"
30573,DUQUESNE LIGHT CO,13467,OTC Markets,OTC Pink No Information,OTC,DQUEL,4911,Electric Services
30625,FLOWSERVE CORP,10295,NYSE,NYSE,NYSE,FLS,3561,Pumps and Pumping Equipment
30697,WENDY'S CO,9943,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,WEN,5810,Retail-Eating and Drinking Places
30822,DYNAMICS RESEARCH CORP,662,,,,,7373,Services-Computer Integrated Systems Design
30828,COBRA ELECTRONICS CORP,4601,,,,,3663,Radio and Television Broadcasting and Communications Equipment
30831,DYNASIL CORP OF AMERICA,67858,NASDAQ,NASDAQ Capital Market,Nasdaq Global Market,DYSL,3220,"Glass And Glassware, Pressed Or Blown"
30906,EAGLE EXPLORATION CO,9933,OTC Markets,OTC Pink No Information,OTC,EGXP,6532,Real Estate Dealers (For Their Own Account)
30966,"MATRIXX RESOURCE HOLDINGS, INC.",14250,,,,,1311,Crude Petroleum and Natural Gas
30985,EARTH SCIENCES INC,6719,,,,,3564,Industrial and Commercial Fans and Blowers and Air Purification 
31107,EASTERN CO,11295,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,EML,3420,"Cutlery, Handtools and General Hardware"
31235,EASTMAN KODAK CO,10271,NYSE,NYSE,NYSE,KODK,3861,Photographic Equipment and Supplies
31277,EATON CORP,4508,,,,,3590,Miscellaneous Industrial and Commercial Machinery and Equipment
31347,ECHELON CORP,9502,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,ELON,3576,Computer Communications Equipment
31462,ECOLAB INC.,7317,NYSE,NYSE,NYSE,ECL,2840,"Soap, Detergents, Cleaning Preparations, Perfumes, Cosmetics"
31617,EDO CORP,7979,,,,,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti"
31667,EDUCATIONAL DEVELOPMENT CORP,262,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,EDUC,5190,Wholesale-Miscellaneous Nondurable Goods
31704,TWENTY SERVICES INC,24956,,,,,6799,"Investors, Not Elsewhere Classified"
31791,PERKINELMER INC,10493,NYSE,NYSE,NYSE,PKI,3826,Laboratory Analytical Instruments
31978,EL PASO ELECTRIC CO /TX/,1332,NYSE,NYSE,NYSE,EE,4911,Electric Services
31986,EL PASO NATURAL GAS CO,6510,,,,,4922,Natural Gas Transmission
32017,ELKCORP,8808,,,,,2950,Asphalt Paving And Roofing Materials
32166,ELECTRO RENT CORP,4248,,,,,7359,"Services-Equipment Rental and Leasing, Not Elsewhere Classified"
32198,EMS TECHNOLOGIES INC,11537,,,,,3663,Radio and Television Broadcasting and Communications Equipment
32258,L-3 COMMUNICATIONS TITAN CORP,7047,,,,,7373,Services-Computer Integrated Systems Design
32272,THREE FIVE SYSTEMS INC,5063,,,,,3679,"Electronic Components, Not Elsewhere Classified"
32284,"OVALE GROUP, INC",44517,,,,,5651,Retail-Family Clothing Stores
32346,ELGIN NATIONAL INDUSTRIES INC,46212,,,,,3560,General Industrial Machinery And Equipment
32567,METWOOD INC,2193,OTC Markets,OTCQB,OTC,MTWD,3440,Fabricated Structural Metal Products
32604,EMERSON ELECTRIC CO,7137,NYSE,NYSE,NYSE,EMR,3600,Electronic and Other Electrical Equipment (No Computer Equipment
32621,EMERSON RADIO CORP,379,NYSE,NYSE MKT,NYSE MKT,MSN,3651,Household Audio and Video Equipment
32689,EMPIRE DISTRICT ELECTRIC CO,11705,,,,,4911,Electric Services
32776,EMPIRE STATE BUILDING ASSOCIATES L.L.C.,23655,,,,,6512,Operators of Nonresidential Buildings
32870,QUIXOTE CORP,1700,,,,,3089,"Plastics Products, Not Elsewhere Classified"
32878,ENERGY CONVERSION DEVICES INC,10951,,,,,3674,Semiconductors and Related Devices
32880,ENERGY CORP OF AMERICA,38999,,,,,1311,Crude Petroleum and Natural Gas
33002,"ENNIS, INC.",7627,NYSE,NYSE,NYSE,EBF,2761,Manifold Business Forms
33073,VISKASE COMPANIES INC,2434,OTC Markets,OTC Pink Limited,OTC,VKSC,3089,"Plastics Products, Not Elsewhere Classified"
33113,ENVIRONMENTAL TECTONICS CORP,6868,OTC Markets,OTC Pink Current,OTC,ETCC,3690,"Miscellaneous Electrical Machinery, Equipment and Supplies"
33185,EQUIFAX INC,189,NYSE,NYSE,NYSE,EFX,7320,"Services-Consumer Credit Reporting, Collection Agencies"
33213,EQT CORP,3321,NYSE,NYSE,NYSE,EQT,1311,Crude Petroleum and Natural Gas
33416,ERIE FAMILY LIFE INSURANCE CO,11181,,,,,6311,Life Insurance
33488,ESCALADE INC,5621,NASDAQ,NASDAQ Global Market,Nasdaq Global Market,ESCA,3949,"Sporting and Athletic Goods, Not Elsewhere Classified"
33533,ESPEY MFG & ELECTRONICS CORP,9857,NYSE,NYSE MKT,NYSE MKT,ESP,3679,"Electronic Components, Not Elsewhere Classified"
33619,ESTERLINE TECHNOLOGIES CORP,5377,NYSE,NYSE,NYSE,ESL,3823,"Industrial Instruments for Measurement, Display, and Control of "
33769,BOB EVANS FARMS INC,1746,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,BOBE,5812,Retail-Eating Places
33992,"KINGSTONE COMPANIES, INC.",6298,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,KINS,6331,"Fire, Marine and Casualty Insurance"
34067,DMC GLOBAL INC.,927,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,BOOM,3390,Miscellaneous Primary Metal Products
34088,EXXON MOBIL CORP,3810,NYSE,NYSE,NYSE,XOM,2911,Petroleum Refining
34115,CLAIRES STORES INC,719,,,,,5600,Retail-Apparel and Accessory Stores
34151,JO-ANN STORES INC,13612,,,,,5940,Retail-Miscellaneous Shopping Goods Stores
34285,RELIABILITY INC,1543,OTC Markets,OTC Pink Current,OTC,RLBY,3825,Instruments for Measuring and Testing of Electricity and Electri
34408,FAMILY DOLLAR STORES INC,5976,,,,,5331,Retail-Variety Stores
34471,FANSTEEL INC,10550,,,,,3490,Miscellaneous Fabricated Metal Products
34497,COVISTA COMMUNICATIONS INC,10646,OTC Markets,OTC Pink No Information,OTC,CVST,4813,Telephone Communications (No Radiotelephone)
34563,FARMER BROTHERS CO,7662,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FARM,2090,Miscellaneous Food Preparations and Kindred Products
34782,1ST SOURCE CORP,9547,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,SRCE,6022,State Commercial Banks
34879,FEDERAL MOGUL CORP/MI/,2693,,,,,3714,Motor Vehicle Parts and Accessories
34903,FEDERAL REALTY INVESTMENT TRUST,7581,NYSE,NYSE,NYSE,FRT,6798,Real Estate Investment Trusts
34908,FEDERAL SCREW WORKS,5433,OTC Markets,OTC Pink Limited,OTC,FSCR,3452,"Bolts, Nuts, Screws, Rivets and Washers"
34956,"TENAX THERAPEUTICS, INC.",11807,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,TENX,8731,Services-Commercial Physical and Biological Research
35214,FERRO CORP,6319,NYSE,NYSE,NYSE,FOE,2851,"Paints, Varnishes, Lacquers, Enamels and Allied Prods"
35527,FIFTH THIRD BANCORP,7793,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FITB,6022,State Commercial Banks
35733,FINANCIAL INDUSTRIES CORP,11709,,,,,6311,Life Insurance
36029,FIRST FINANCIAL BANKSHARES INC,6801,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FFIN,6022,State Commercial Banks
36047,"CORELOGIC, INC.",9092,NYSE,NYSE,NYSE,CLGX,7374,Services-Computer Processing and Data Preparation
36104,US BANCORP \DE\,11930,NYSE,NYSE,NYSE,USB,6021,National Commercial Banks
36146,TRUSTMARK CORP,9315,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,TRMK,6021,National Commercial Banks
36270,M&T BANK CORP,16919,NYSE,NYSE,NYSE,MTB,6022,State Commercial Banks
36369,FIRST HARTFORD CORP,51427,OTC Markets,OTC Pink Current,OTC,FHRT,6500,Real estate
36377,"FIRST HAWAIIAN, INC.",13300,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FHB,6022,State Commercial Banks
36506,MACKINAC FINANCIAL CORP /MI/,23038,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,MFNC,6022,State Commercial Banks
36840,FIRST REAL ESTATE INVESTMENT TRUST OF NEW JERSEY,2880,OTC Markets,OTC Pink Current,OTC,FREVS,6798,Real Estate Investment Trusts
36856,FIRST REPUBLIC CORP OF AMERICA,7278,,,,,2200,Textile mill products
36966,FIRST HORIZON NATIONAL CORP,5314,NYSE,NYSE,NYSE,FHN,6021,National Commercial Banks
36995,WACHOVIA CORP NEW,7037,,,,,6021,National Commercial Banks
37008,WINTHROP REALTY LIQUIDATING TRUST,5499,,,,,6798,Real Estate Investment Trusts
37049,FIRST WEST VIRGINIA BANCORP INC,283,OTC Markets,OTCQX U.S. Premier,OTC,FWVB,6022,State Commercial Banks
37070,FIRST WILKOW VENTURE,23650,,,,,6512,Operators of Nonresidential Buildings
37358,FLAMEMASTER CORP,3603,OTC Markets,OTC Pink No Information,OTC,FAME,2891,Adhesives and Sealants
37472,FLEXSTEEL INDUSTRIES INC,11972,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FLXS,2510,Household Furniture
37634,FLORIDA POWER & LIGHT CO,8760,,,,,4911,Electric Services
37637,"DUKE ENERGY FLORIDA, LLC.",2775,,,,,4911,Electric Services
37643,FLORIDA PUBLIC UTILITIES CO,9939,,,,,4931,Electric and Other Services Combined
37651,FLORIDA ROCK INDUSTRIES INC,5293,,,,,3270,"Concrete, Gypsum and Plaster Products"
37748,"ALPHA APPALACHIA HOLDINGS, INC.",11418,,,,,1221,Bituminous Coal and Lignite Surface Mining
37785,FMC CORP,8364,NYSE,NYSE,NYSE,FMC,2800,Chemicals and Allied Products
37808,FNB CORP/PA/,7940,NYSE,NYSE,NYSE,FNB,6021,National Commercial Banks
37912,DELHAIZE AMERICA LLC,4528,,,,,5411,Retail-Grocery Stores
37914,"FOODARAMA SUPERMARKETS, INC.",3616,,,,,5411,Retail-Grocery Stores
37996,FORD MOTOR CO,3404,NYSE,NYSE,NYSE,F,3711,Motor Vehicles and Passenger Car Bodies
38009,FORD MOTOR CREDIT CO LLC,12048,,,,,6159,Miscellaneous Business Credit Institution
38067,FOREST CITY ENTERPRISES INC,2405,,,,,6512,Operators of Nonresidential Buildings
38074,"FOREST LABORATORIES, LLC",204,,,,,2834,Pharmaceutical Preparations
38079,SABINE OIL & GAS HOLDINGS INC,9132,OTC,Grey Market,OTC,SABN,1311,Crude Petroleum and Natural Gas
38264,FORWARD INDUSTRIES INC,5550,NASDAQ,NASDAQ Capital Market,Nasdaq Capital Market,FORD,3089,"Plastics Products, Not Elsewhere Classified"
38570,ORLEANS HOMEBUILDERS INC,10503,,,,,1531,Operative Builders
38723,1ST FRANKLIN FINANCIAL CORP,12133,,,,,6141,Personal Credit Institutions
38725,FRANKLIN ELECTRIC CO INC,9530,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,FELE,3621,Motors and Generators
38777,FRANKLIN RESOURCES INC,8481,NYSE,NYSE,NYSE,BEN,6282,Investment Advice
38824,FRAWLEY CORP,30892,,,,,6552,Land Subdividers and Developers (No Cemeteries)
38981,WIRELESS FRONTIER INTERNET INC,418,,,,,7374,Services-Computer Processing and Data Preparation
38984,"REAL INDUSTRY, INC.",455,NASDAQ,NASDAQ Global Select Market,Nasdaq Global Market,RELY,5063,"Wholesale-Electrical Apparatus and Equipment, Wiring Supplies an"
